ProductID,Name,ProductNumber,Color,StandardCost,ListPrice,Size,Weight,ProductCategoryID,ProductModelID
851,"Men's Sports Shorts, XL",SH-M897-X,Black,24.7459,59.99,XL,NULL,26,13
852,"Women's Tights, S",TG-W091-S,Black,30.9334,74.99,S,NULL,28,38
853,"Women's Tights, M",TG-W091-M,Black,30.9334,74.99,M,NULL,28,38
854,"Women's Tights, L",TG-W091-L,Black,30.9334,74.99,L,NULL,28,38
855,"Men's Bib-Shorts, S",SB-M891-S,Multi,37.1209,89.99,S,NULL,22,12
856,"Men's Bib-Shorts, M",SB-M891-M,Multi,37.1209,89.99,M,NULL,22,12
857,"Men's Bib-Shorts, L",SB-M891-L,Multi,37.1209,89.99,L,NULL,22,12
858,"Half-Finger Gloves, S",GL-H102-S,Black,9.1593,24.49,S,NULL,24,4
859,"Half-Finger Gloves, M",GL-H102-M,Black,9.1593,24.49,M,NULL,24,4
860,"Half-Finger Gloves, L",GL-H102-L,Black,9.1593,24.49,L,NULL,24,4
861,"Full-Finger Gloves, S",GL-F110-S,Black,15.6709,37.99,S,NULL,24,3
862,"Full-Finger Gloves, M",GL-F110-M,Black,15.6709,37.99,M,NULL,24,3
863,"Full-Finger Gloves, L",GL-F110-L,Black,15.6709,37.99,L,NULL,24,3
864,"Classic Vest, S",VE-C304-S,Blue,23.749,63.5,S,NULL,29,1
865,"Classic Vest, M",VE-C304-M,Blue,23.749,63.5,M,NULL,29,1
866,"Classic Vest, L",VE-C304-L,Blue,23.749,63.5,L,NULL,29,1
867,"Women's Mountain Shorts, S",SH-W890-S,Black,26.1763,69.99,S,NULL,26,37
868,"Women's Mountain Shorts, M",SH-W890-M,Black,26.1763,69.99,M,NULL,26,37
869,"Women's Mountain Shorts, L",SH-W890-L,Black,26.1763,69.99,L,NULL,26,37
870,Water Bottle - 30 oz.,WB-H098,NULL,1.8663,4.99,NULL,NULL,32,111
871,Mountain Bottle Cage,BC-M005,NULL,3.7363,9.99,NULL,NULL,32,112
872,Road Bottle Cage,BC-R205,NULL,3.3623,8.99,NULL,NULL,32,113
873,Patch Kit/8 Patches,PK-7098,NULL,0.8565,2.29,NULL,NULL,41,114
874,"Racing Socks, M",SO-R809-M,White,3.3623,8.99,M,NULL,27,24
875,"Racing Socks, L",SO-R809-L,White,3.3623,8.99,L,NULL,27,24
876,Hitch Rack - 4-Bike,RA-H123,NULL,44.88,120,NULL,NULL,30,118
877,Bike Wash - Dissolver,CL-9009,NULL,2.9733,7.95,NULL,NULL,33,119
878,Fender Set - Mountain,FE-6654,NULL,8.2205,21.98,NULL,NULL,34,121
879,All-Purpose Bike Stand,ST-1401,NULL,59.466,159,NULL,NULL,31,122
880,Hydration Pack - 70 oz.,HY-1023-70,Silver,20.5663,54.99,70,NULL,36,107
881,"Short-Sleeve Classic Jersey, S",SJ-0194-S,Yellow,41.5723,53.99,S,NULL,25,32
882,"Short-Sleeve Classic Jersey, M",SJ-0194-M,Yellow,41.5723,53.99,M,NULL,25,32
883,"Short-Sleeve Classic Jersey, L",SJ-0194-L,Yellow,41.5723,53.99,L,NULL,25,32
884,"Short-Sleeve Classic Jersey, XL",SJ-0194-X,Yellow,41.5723,53.99,XL,NULL,25,32
885,"HL Touring Frame - Yellow, 60",FR-T98Y-60,Yellow,601.7437,1003.91,60,1397.06,20,7
886,"LL Touring Frame - Yellow, 62",FR-T67Y-62,Yellow,199.8519,333.42,62,1451.49,20,10
887,"HL Touring Frame - Yellow, 46",FR-T98Y-46,Yellow,601.7437,1003.91,46,1342.63,20,7
888,"HL Touring Frame - Yellow, 50",FR-T98Y-50,Yellow,601.7437,1003.91,50,1360.77,20,7
889,"HL Touring Frame - Yellow, 54",FR-T98Y-54,Yellow,601.7437,1003.91,54,1378.91,20,7
890,"HL Touring Frame - Blue, 46",FR-T98U-46,Blue,601.7437,1003.91,46,1342.63,20,7
891,"HL Touring Frame - Blue, 50",FR-T98U-50,Blue,601.7437,1003.91,50,1360.77,20,7
892,"HL Touring Frame - Blue, 54",FR-T98U-54,Blue,601.7437,1003.91,54,1378.91,20,7
893,"HL Touring Frame - Blue, 60",FR-T98U-60,Blue,601.7437,1003.91,60,1397.06,20,7
894,Rear Derailleur,RD-2308,Silver,53.9282,121.46,NULL,215,13,127
895,"LL Touring Frame - Blue, 50",FR-T67U-50,Blue,199.8519,333.42,50,1406.13,20,10
896,"LL Touring Frame - Blue, 54",FR-T67U-54,Blue,199.8519,333.42,54,1424.27,20,10
897,"LL Touring Frame - Blue, 58",FR-T67U-58,Blue,199.8519,333.42,58,1433.34,20,10
898,"LL Touring Frame - Blue, 62",FR-T67U-62,Blue,199.8519,333.42,62,1451.49,20,10
899,"LL Touring Frame - Yellow, 44",FR-T67Y-44,Yellow,199.8519,333.42,44,1369.84,20,10
900,"LL Touring Frame - Yellow, 50",FR-T67Y-50,Yellow,199.8519,333.42,50,1406.13,20,10
901,"LL Touring Frame - Yellow, 54",FR-T67Y-54,Yellow,199.8519,333.42,54,1424.27,20,10
902,"LL Touring Frame - Yellow, 58",FR-T67Y-58,Yellow,199.8519,333.42,58,1433.34,20,10
903,"LL Touring Frame - Blue, 44",FR-T67U-44,Blue,199.8519,333.42,44,1369.84,20,10
904,"ML Mountain Frame-W - Silver, 40",FR-M63S-40,Silver,199.3757,364.09,40,1256.44,16,15
905,"ML Mountain Frame-W - Silver, 42",FR-M63S-42,Silver,199.3757,364.09,42,1274.59,16,15
906,"ML Mountain Frame-W - Silver, 46",FR-M63S-46,Silver,199.3757,364.09,46,1292.73,16,15
907,Rear Brakes,RB-9231,Silver,47.286,106.5,NULL,317,10,128
908,LL Mountain Seat/Saddle,SE-M236,NULL,12.0413,27.12,NULL,NULL,19,79
909,ML Mountain Seat/Saddle,SE-M798,NULL,17.3782,39.14,NULL,NULL,19,80
910,HL Mountain Seat/Saddle,SE-M940,NULL,23.3722,52.64,NULL,NULL,19,81
911,LL Road Seat/Saddle,SE-R581,NULL,12.0413,27.12,NULL,NULL,19,82
912,ML Road Seat/Saddle,SE-R908,NULL,17.3782,39.14,NULL,NULL,19,83
913,HL Road Seat/Saddle,SE-R995,NULL,23.3722,52.64,NULL,NULL,19,84
914,LL Touring Seat/Saddle,SE-T312,NULL,12.0413,27.12,NULL,NULL,19,66
915,ML Touring Seat/Saddle,SE-T762,NULL,17.3782,39.14,NULL,NULL,19,65
916,HL Touring Seat/Saddle,SE-T924,NULL,23.3722,52.64,NULL,NULL,19,67
917,"LL Mountain Frame - Silver, 42",FR-M21S-42,Silver,144.5938,264.05,42,1324.48,16,8
918,"LL Mountain Frame - Silver, 44",FR-M21S-44,Silver,144.5938,264.05,44,1342.63,16,8
919,"LL Mountain Frame - Silver, 48",FR-M21S-48,Silver,144.5938,264.05,48,1360.77,16,8
920,"LL Mountain Frame - Silver, 52",FR-M21S-52,Silver,144.5938,264.05,52,1378.91,16,8
921,Mountain Tire Tube,TT-M928,NULL,1.8663,4.99,NULL,NULL,41,92
922,Road Tire Tube,TT-R982,NULL,1.4923,3.99,NULL,NULL,41,93
923,Touring Tire Tube,TT-T092,NULL,1.8663,4.99,NULL,NULL,41,94
924,"LL Mountain Frame - Black, 42",FR-M21B-42,Black,136.785,249.79,42,1324.48,16,8
925,"LL Mountain Frame - Black, 44",FR-M21B-44,Black,136.785,249.79,44,1342.63,16,8
926,"LL Mountain Frame - Black, 48",FR-M21B-48,Black,136.785,249.79,48,1360.77,16,8
927,"LL Mountain Frame - Black, 52",FR-M21B-52,Black,136.785,249.79,52,1378.91,16,8
928,LL Mountain Tire,TI-M267,NULL,9.3463,24.99,NULL,NULL,41,85
929,ML Mountain Tire,TI-M602,NULL,11.2163,29.99,NULL,NULL,41,86
930,HL Mountain Tire,TI-M823,NULL,13.09,35,NULL,NULL,41,87
931,LL Road Tire,TI-R092,NULL,8.0373,21.49,NULL,NULL,41,88
932,ML Road Tire,TI-R628,NULL,9.3463,24.99,NULL,NULL,41,89
933,HL Road Tire,TI-R982,NULL,12.1924,32.6,NULL,NULL,41,90
934,Touring Tire,TI-T723,NULL,10.8423,28.99,NULL,NULL,41,91
935,LL Mountain Pedal,PD-M282,Silver/Black,17.9776,40.49,NULL,218,17,62
936,ML Mountain Pedal,PD-M340,Silver/Black,27.568,62.09,NULL,215,17,63
937,HL Mountain Pedal,PD-M562,Silver/Black,35.9596,80.99,NULL,185,17,64
938,LL Road Pedal,PD-R347,Silver/Black,17.9776,40.49,NULL,189,17,68
939,ML Road Pedal,PD-R563,Silver/Black,27.568,62.09,NULL,168,17,69
940,HL Road Pedal,PD-R853,Silver/Black,35.9596,80.99,NULL,149,17,70
941,Touring Pedal,PD-T852,Silver/Black,35.9596,80.99,NULL,NULL,17,53
942,"ML Mountain Frame-W - Silver, 38",FR-M63S-38,Silver,199.3757,364.09,38,1238.3,16,15
943,"LL Mountain Frame - Black, 40",FR-M21B-40,Black,136.785,249.79,40,1306.34,16,8
944,"LL Mountain Frame - Silver, 40",FR-M21S-40,Silver,144.5938,264.05,40,1306.34,16,8
945,Front Derailleur,FD-2342,Silver,40.6216,91.49,NULL,88,13,103
946,LL Touring Handlebars,HB-T721,NULL,20.464,46.09,NULL,NULL,8,47
947,HL Touring Handlebars,HB-T928,NULL,40.6571,91.57,NULL,NULL,8,48
948,Front Brakes,FB-9873,Silver,47.286,106.5,NULL,317,10,102
949,LL Crankset,CS-4759,Black,77.9176,175.49,NULL,600,12,99
950,ML Crankset,CS-6583,Black,113.8816,256.49,NULL,635,12,100
951,HL Crankset,CS-9183,Black,179.8156,404.99,NULL,575,12,101
952,Chain,CH-0234,Silver,8.9866,20.24,NULL,NULL,11,98
953,"Touring-2000 Blue, 60",BK-T44U-60,Blue,755.1508,1214.85,60,12655.16,7,35
954,"Touring-1000 Yellow, 46",BK-T79Y-46,Yellow,1481.9379,2384.07,46,11398.72,7,34
955,"Touring-1000 Yellow, 50",BK-T79Y-50,Yellow,1481.9379,2384.07,50,11530.26,7,34
956,"Touring-1000 Yellow, 54",BK-T79Y-54,Yellow,1481.9379,2384.07,54,11648.19,7,34
957,"Touring-1000 Yellow, 60",BK-T79Y-60,Yellow,1481.9379,2384.07,60,11747.98,7,34
958,"Touring-3000 Blue, 54",BK-T18U-54,Blue,461.4448,742.35,54,13462.55,7,36
959,"Touring-3000 Blue, 58",BK-T18U-58,Blue,461.4448,742.35,58,13562.34,7,36
960,"Touring-3000 Blue, 62",BK-T18U-62,Blue,461.4448,742.35,62,13607.7,7,36
961,"Touring-3000 Yellow, 44",BK-T18Y-44,Yellow,461.4448,742.35,44,13049.78,7,36
962,"Touring-3000 Yellow, 50",BK-T18Y-50,Yellow,461.4448,742.35,50,13213.08,7,36
963,"Touring-3000 Yellow, 54",BK-T18Y-54,Yellow,461.4448,742.35,54,13344.62,7,36
964,"Touring-3000 Yellow, 58",BK-T18Y-58,Yellow,461.4448,742.35,58,13512.45,7,36
965,"Touring-3000 Yellow, 62",BK-T18Y-62,Yellow,461.4448,742.35,62,13607.7,7,36
966,"Touring-1000 Blue, 46",BK-T79U-46,Blue,1481.9379,2384.07,46,11398.72,7,34
967,"Touring-1000 Blue, 50",BK-T79U-50,Blue,1481.9379,2384.07,50,11530.26,7,34
968,"Touring-1000 Blue, 54",BK-T79U-54,Blue,1481.9379,2384.07,54,11648.19,7,34
969,"Touring-1000 Blue, 60",BK-T79U-60,Blue,1481.9379,2384.07,60,11747.98,7,34
970,"Touring-2000 Blue, 46",BK-T44U-46,Blue,755.1508,1214.85,46,12305.9,7,35
971,"Touring-2000 Blue, 50",BK-T44U-50,Blue,755.1508,1214.85,50,12437.44,7,35
972,"Touring-2000 Blue, 54",BK-T44U-54,Blue,755.1508,1214.85,54,12555.37,7,35
973,"Road-350-W Yellow, 40",BK-R79Y-40,Yellow,1082.51,1700.99,40,6962.61,6,27
974,"Road-350-W Yellow, 42",BK-R79Y-42,Yellow,1082.51,1700.99,42,7153.11,6,27
975,"Road-350-W Yellow, 44",BK-R79Y-44,Yellow,1082.51,1700.99,44,7316.41,6,27
976,"Road-350-W Yellow, 48",BK-R79Y-48,Yellow,1082.51,1700.99,48,7447.95,6,27
977,"Road-750 Black, 58",BK-R19B-58,Black,343.6496,539.99,58,9430.14,6,31
978,"Touring-3000 Blue, 44",BK-T18U-44,Blue,461.4448,742.35,44,13049.78,7,36
979,"Touring-3000 Blue, 50",BK-T18U-50,Blue,461.4448,742.35,50,13213.08,7,36
980,"Mountain-400-W Silver, 38",BK-M38S-38,Silver,419.7784,769.49,38,11952.1,5,22
981,"Mountain-400-W Silver, 40",BK-M38S-40,Silver,419.7784,769.49,40,12142.6,5,22
982,"Mountain-400-W Silver, 42",BK-M38S-42,Silver,419.7784,769.49,42,12305.9,5,22
983,"Mountain-400-W Silver, 46",BK-M38S-46,Silver,419.7784,769.49,46,12437.44,5,22
984,"Mountain-500 Silver, 40",BK-M18S-40,Silver,308.2179,564.99,40,12405.69,5,23
985,"Mountain-500 Silver, 42",BK-M18S-42,Silver,308.2179,564.99,42,12596.19,5,23
986,"Mountain-500 Silver, 44",BK-M18S-44,Silver,308.2179,564.99,44,12759.49,5,23
987,"Mountain-500 Silver, 48",BK-M18S-48,Silver,308.2179,564.99,48,12891.03,5,23
988,"Mountain-500 Silver, 52",BK-M18S-52,Silver,308.2179,564.99,52,13008.96,5,23
989,"Mountain-500 Black, 40",BK-M18B-40,Black,294.5797,539.99,40,12405.69,5,23
990,"Mountain-500 Black, 42",BK-M18B-42,Black,294.5797,539.99,42,12596.19,5,23
991,"Mountain-500 Black, 44",BK-M18B-44,Black,294.5797,539.99,44,12759.49,5,23
992,"Mountain-500 Black, 48",BK-M18B-48,Black,294.5797,539.99,48,12891.03,5,23
993,"Mountain-500 Black, 52",BK-M18B-52,Black,294.5797,539.99,52,13008.96,5,23
994,LL Bottom Bracket,BB-7421,NULL,23.9716,53.99,NULL,223,9,95
995,ML Bottom Bracket,BB-8107,NULL,44.9506,101.24,NULL,168,9,96
996,HL Bottom Bracket,BB-9108,NULL,53.9416,121.49,NULL,170,9,97
997,"Road-750 Black, 44",BK-R19B-44,Black,343.6496,539.99,44,8967.47,6,31
998,"Road-750 Black, 48",BK-R19B-48,Black,343.6496,539.99,48,9130.77,6,31
999,"Road-750 Black, 52",BK-R19B-52,Black,343.6496,539.99,52,9262.31,6,31
